ID;Dialektregion;WS;AgeGroup;Spalte2;Result;Annotation;Source
189;Südmittelbairisch;49;jung;_1S;Die Bauan händ fünf Oxa und nean Küah und zwölfa Schäpchen vor’s Dorf bracht, die wölln’s verkaufen.;IRR;Synthetic
190;Südmittelbairisch;49;jung;_DR_1S;Die Bauern hoddn fünf Ochs'n und neun Küah und zwöaf Schafn vor's Dorf bracht, de woid'n se verkaffn.;n;Synthetic
191;Südmittelbairisch;49;jung;_FS;Die Bauan hättn fünf Oxen und neun Küah und zwoaf Zwölf Schäfchn vor s' Dorf brocht, die wolltn se verkaufn.;n;Synthetic
192;Südmittelbairisch;49;jung;_DR_FS;Die Boarn hen fünf Ochs'n und neig Küah und zwölfa Schäp'n vor's Dorf bracht, die woll'n se verkaff'n.;IRR;Synthetic
193;Südbairisch;23;alt;_0S;Hinter unserm Haus stehen drei scheane Apfelbamerl mit rotnen Äpfal.;erl;Synthetic
194;Südbairisch;23;alt;_0S;Hinter unserm Haus stehen drei scheane Apfelbamerl mit rotnen Äpfal.;erl;Synthetic
195;Südbairisch;23;alt;_DR_0S;Hinter unserm Haus stian drei scheane Apfelbamerl mit rotn Äpfalan.;erl;Synthetic
196;Südbairisch;23;alt;_DR_0S;Hinter unserm Haus stian drei scheane Apfelbamerl mit rotn Äpfalan.;lan;Synthetic
197;Südbairisch;23;alt;_1S;Hinta unserm Haus stian drei schene Apfelbåmle mit rotn Äpfle.;le;Synthetic
198;Südbairisch;23;alt;_1S;Hinta unserm Haus stian drei schene Apfelbåmle mit rotn Äpfle.;le;Synthetic
199;Südbairisch;23;alt;_DR_1S;Hinta unserm Haus stian drei schen Apflbamerl mit rotn Apflal.;erl;Synthetic
200;Südbairisch;23;alt;_DR_1S;Hinta unserm Haus stian drei schen Apflbamerl mit rotn Apflal.;erl;Synthetic
201;Südbairisch;23;alt;_FS;Hinta unsam haus sten drei scheane apflbamerl mit roten apflerl.;erl;Synthetic
202;Südbairisch;23;alt;_FS;Hinta unsam haus sten drei scheane apflbamerl mit roten apflerl.;erl;Synthetic
203;Südbairisch;23;alt;_DR_FS;Hinta unserm haus stian drei schene opflbamerl mit rotn opflrlen.;erl;Synthetic
204;Südbairisch;23;alt;_DR_FS;Hinta unserm haus stian drei schene opflbamerl mit rotn opflrlen.;le;Synthetic
205;Südbairisch;23;jung;_0S;In Weißbriach könnte das so klingen: „Hinter uns´m Haus stehn drei schöne Apfelbäumchen mit rotn Äpfelchen.“;chen;Synthetic
206;Südbairisch;23;jung;_0S;In Weißbriach könnte das so klingen: „Hinter uns´m Haus stehn drei schöne Apfelbäumchen mit rotn Äpfelchen.“;chen;Synthetic
207;Südbairisch;23;jung;_DR_0S;"Klar, hier ist der Satz auf Weißbriach-Bairisch: 

„Hinter unserm Haus stehn drei schöne Apfelbäumchen mit roten Äpfelchen.“";chen;Synthetic
208;Südbairisch;23;jung;_DR_0S;"Klar, hier ist der Satz auf Weißbriach-Bairisch: 

„Hinter unserm Haus stehn drei schöne Apfelbäumchen mit roten Äpfelchen.“";chen;Synthetic
209;Südbairisch;23;jung;_1S;Hinder unsrem Haus stein drei schöne Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
210;Südbairisch;23;jung;_1S;Hinder unsrem Haus stein drei schöne Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
211;Südbairisch;23;jung;_DR_1S;Hinter unserm Haus steh'n drei schene Apfelbäumchen mit roten Äpfelchen.;chen;Synthetic
212;Südbairisch;23;jung;_DR_1S;Hinter unserm Haus steh'n drei schene Apfelbäumchen mit roten Äpfelchen.;chen;Synthetic
213;Südbairisch;23;jung;_FS;Hinter unsrem Haus steh’n drei schöne Apfelbäumchen mit roten Äpfelchen.;chen;Synthetic
214;Südbairisch;23;jung;_FS;Hinter unsrem Haus steh’n drei schöne Apfelbäumchen mit roten Äpfelchen.;chen;Synthetic
215;Südbairisch;23;jung;_DR_FS;Hinter unserm Haus stehn drei schöne Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
216;Südbairisch;23;jung;_DR_FS;Hinter unserm Haus stehn drei schöne Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
217;Südbairisch;24;alt;_0S;"In meinem Dialekt aus Weißbriach würde der Satz wahrscheinlich so klingen: 

""Koanst noch a Augenblick auf uns wart'n, dann gehn ma mit eich.""";0;Synthetic
218;Südbairisch;24;alt;_DR_0S;Na, könnt's net a no a Augenblickl auf uns wart'n? Dann gehn wir mit eich.;(e)l;Synthetic
219;Südbairisch;24;alt;_1S;"In meinem Dialekt würde das so klingen:

„Könnts eah nix no a Augnblickl auf uns warten, dann gangan ma mit eah.“";(e)l;Synthetic
220;Südbairisch;24;alt;_DR_1S;"Natürlich! Im Dialekt würde das etwa so klingen:

""Könnt's ihr ned noch a Augenblickchen auf uns wart'n, dann geh'n mir mit euch.""";chen;Synthetic
221;Südbairisch;24;alt;_FS;Könnts eah nix no a augenblick auf uns warten, dann gehn ma mit eich.;0;Synthetic
222;Südbairisch;24;alt;_DR_FS;Könnts ihr ned no a Augenblickchen auf uns wartn, dann gehn ma mit eich.;chen;Synthetic
223;Südbairisch;24;jung;_0S;„Könnts net no a Augerle auf uns wartn, donn gehn ma mit enk.“;IRR;Synthetic
224;Südbairisch;24;jung;_DR_0S;"""Könnt’s net no a Augerle auf uns warten, dann gengan mia mit enk.""";IRR;Synthetic
225;Südbairisch;24;jung;_1S;Könnt's net nu a Augnblickl auf uns warten, dann gemma mit enk.;(e)l;Synthetic
226;Südbairisch;24;jung;_DR_1S;Könnt's ihr ned no a Aug'nblick auf uns warten, dann gehn ma mit eich.;0;Synthetic
227;Südbairisch;24;jung;_FS;Könnt's net nu a Augablickle auf ins woartn, dann gehn mir mit enk.;le;Synthetic
228;Südbairisch;24;jung;_DR_FS;Könnts eana net noch a Augenblickchen auf uns wartn, dann geh ma mit eich.;chen;Synthetic
229;Südbairisch;28;alt;_0S;Na, i versteh euch net, ihr müßt a bissl lauter red’n.;(e)l;Synthetic
230;Südbairisch;28;alt;_DR_0S;Na, i verstohe eich ned, ihr miasst a bissl lauter red'n.;(e)l;Synthetic
231;Südbairisch;28;alt;_1S;"In meinem Dialekt würde das so klingen:

„I verstea euch net, ihr miasst a bissl lauter sprechn.“";(e)l;Synthetic
232;Südbairisch;28;alt;_DR_1S;"Satz: Ich verstehe euch nicht, ihr müßt ein bißchen lauter sprechen.

Übersetzung: i versteh eich net, eich müsst a bissl lauter redn.";(e)l;Synthetic
233;Südbairisch;28;alt;_FS;Ich versteh eich ned, ihr miasst a bisserl lauter sprechn.;erl;Synthetic
234;Südbairisch;28;alt;_DR_FS;Ich versteh eich ned, ihr miasst a bisserl lauter sprechn.;erl;Synthetic
235;Südbairisch;28;jung;_0S;In meinem Dialekt würde das so klingen: „I versteh eich ned, ihr müsst a bissl lauter red'n.“;(e)l;Synthetic
236;Südbairisch;28;jung;_DR_0S;"""Ich versteh euch ned, ihr miasst a bissl lauter red'n.""";(e)l;Synthetic
237;Südbairisch;28;jung;_1S;I versteh eich net, ihr müsst a bissl lauter redn.;(e)l;Synthetic
238;Südbairisch;28;jung;_DR_1S;I versteh eich ned, eich müass a bisserl lauter reden.;erl;Synthetic
239;Südbairisch;28;jung;_FS;Ich versteh eich net, ihr müsst a bisserl lauter reden.;erl;Synthetic
240;Südbairisch;28;jung;_DR_FS;I versteh eich net, ihr miasst a bissl lauter reden.;(e)l;Synthetic
241;Südbairisch;29;alt;_0S;„Habts ihr koa Stückl weiße Seif für mi auf mein’m Tischl gefunden?“;(e)l;Synthetic
242;Südbairisch;29;alt;_DR_0S;„Habt’s ihr koa Stückl weiße Seif für mi auf’m Tisch gefunden?“;(e)l;Synthetic
243;Südbairisch;29;alt;_1S;„Habts ihr koa Stückl weiße Seif für mi auf mein’m Tischl gefunden?“;(e)l;Synthetic
244;Südbairisch;29;alt;_DR_1S;„Habt’s ihr koa Stückl weiße Seif für mi auf meim Tisch find’n?“;(e)l;Synthetic
245;Südbairisch;29;alt;_FS;habt’s ihr koa Stückl weiße Seife für mi auf meim Tisch gfundn?;0;Synthetic
246;Südbairisch;29;alt;_DR_FS;Habt’s ihr ka Stück weiße Seif für mi auf’m Tisch gfundn?;0;Synthetic
247;Südbairisch;29;jung;_0S;„Hobts ihr koan Stückl weiße Seif für mi auf meinm Tischl gfundn?“;(e)l;Synthetic
248;Südbairisch;29;jung;_DR_0S;"Klar! Im Südbairischen Dialekt würde man sagen:

""Habt's ihr koa Stückl weiße Seif für mi auf’m Tisch gfunden?""";(e)l;Synthetic
249;Südbairisch;29;jung;_1S;"Satz: Habt ihr kein Stückchen weiße Seife für mich auf meinem Tische gefunden?

Übersetzung: Ham's koa Stückl weiße Seif für mi auf mein'n Tischn gefunden?";(e)l;Synthetic
250;Südbairisch;29;jung;_DR_1S;Hobts ihr koa Stück weiße Seif für mi auf meinem Tisch gfundn?;0;Synthetic
251;Südbairisch;29;jung;_FS;Habt’s koa Stückl weiße Seif für mi auf’m Tisch gfundn?;(e)l;Synthetic
252;Südbairisch;29;jung;_DR_FS;Habt's ihr koa Stück weiße Seif für mi auf’m Tisch gfundn?;0;Synthetic
253;Südbairisch;33;alt;_0S;Na, schau, wos san des für Vögelchen, de do oben auf'n Mäuerchen hock'n?;chen;Synthetic
254;Südbairisch;33;alt;_0S;Na, schau, wos san des für Vögelchen, de do oben auf'n Mäuerchen hock'n?;chen;Synthetic
255;Südbairisch;33;alt;_DR_0S;„Was san da für Vöglein oben auf’m Mäuerl?“;lein;Synthetic
256;Südbairisch;33;alt;_DR_0S;„Was san da für Vöglein oben auf’m Mäuerl?“;erl;Synthetic
257;Südbairisch;33;alt;_1S;Na, was sitzen do für Vögelchen oben auf'm Mäuerchen?;chen;Synthetic
258;Südbairisch;33;alt;_1S;Na, was sitzen do für Vögelchen oben auf'm Mäuerchen?;chen;Synthetic
259;Südbairisch;33;alt;_DR_1S;Da san a paar Vögelchen oben auf’m Mäuerchen.;chen;Synthetic
260;Südbairisch;33;alt;_DR_1S;Da san a paar Vögelchen oben auf’m Mäuerchen.;chen;Synthetic
261;Südbairisch;33;alt;_FS;Was sitzn do für Vöglcher oben aufm Mauerchen?;cher;Synthetic
262;Südbairisch;33;alt;_FS;Was sitzn do für Vöglcher oben aufm Mauerchen?;chen;Synthetic
263;Südbairisch;33;alt;_DR_FS;Was sitzn do für Vögelcher oben aufm Mäuerchen?;cher;Synthetic
264;Südbairisch;33;alt;_DR_FS;Was sitzn do für Vögelcher oben aufm Mäuerchen?;chen;Synthetic
265;Südbairisch;33;jung;_0S;„Was san denn do für Vöglein oben auf’m Mauerl?“;lein;Synthetic
266;Südbairisch;33;jung;_0S;„Was san denn do für Vöglein oben auf’m Mauerl?“;erl;Synthetic
267;Südbairisch;33;jung;_DR_0S;"In meinem Dialekt würde man das so sagen: ""Was san do für Vögelchen oben auf da Mauer?""";chen;Synthetic
268;Südbairisch;33;jung;_DR_0S;"In meinem Dialekt würde man das so sagen: ""Was san do für Vögelchen oben auf da Mauer?""";0;Synthetic
269;Südbairisch;33;jung;_1S;„Was sitzen da fia Vögelchen owa auf’m Mäuerchen?“;chen;Synthetic
270;Südbairisch;33;jung;_1S;„Was sitzen da fia Vögelchen owa auf’m Mäuerchen?“;chen;Synthetic
271;Südbairisch;33;jung;_DR_1S;Was sitzn do für Vögelchen oba auf’m Mäuerchen?;chen;Synthetic
272;Südbairisch;33;jung;_DR_1S;Was sitzn do für Vögelchen oba auf’m Mäuerchen?;chen;Synthetic
273;Südbairisch;33;jung;_FS;Was sitzen da für Vögele oben auf'm Mäuerchen?;le;Synthetic
274;Südbairisch;33;jung;_FS;Was sitzen da für Vögele oben auf'm Mäuerchen?;chen;Synthetic
275;Südbairisch;33;jung;_DR_FS;Was sitzen do für Vögelchen oben auf’m Mäuerchen?;chen;Synthetic
276;Südbairisch;33;jung;_DR_FS;Was sitzen do für Vögelchen oben auf’m Mäuerchen?;chen;Synthetic
277;Südbairisch;49;alt;_0S;Na, i werd’s ma so sagn: „Die Bauan ham fünf Ochs und neun Küah und zwölf Schafserl vor’s Dorf bracht, de woll’n’s verkaufen.“;erl;Synthetic
278;Südbairisch;49;alt;_DR_0S;„Die Bäuern hätt’n fünf Ochs’n und neien Küh und zwölfe Schaf’n vor’s Dorf bracht, die woll’n se verkaufen.“;n;Synthetic
279;Südbairisch;49;alt;_1S;Die Bauern hert fünft Ochs'n und neien Küah und zwöaf Schaf'n vor's Dorf bracht, die woll'n se verkaufen.;n;Synthetic
280;Südbairisch;49;alt;_DR_1S;"Satz: Die Bauern hatten fünf Ochsen und neun Kühe und zwölf Schäfchen vor das Dorf gebracht, die wollten sie verkaufen.

Übersetzung: d’ Bauern hätt’n fümf Ochsen und neun Kühe und zwoelf Schäf’n vor s’ Dorf bracht, d’ wöll’n’s verkauf’n.";n;Synthetic
281;Südbairisch;49;alt;_FS;Die Bauern hert fünf Oxxen und neun Kühe und zwoelf Schäfchen vor s_Dorf bracht, die wollt’n sie verkaufn.;chen;Synthetic
282;Südbairisch;49;alt;_DR_FS;Die Bauern hom fünf Ochs'n und neun Kühe und zwölfe Schaf'n vor s'Dorf bracht, die wöll'n se verkauf'n.;n;Synthetic
283;Südbairisch;49;jung;_0S;"In Weißbriach würde das ungefähr so klingen:

""Die Bauar hom fünf Ochs und neun Küah und zwölfe Schafn vor's Dorf gebracht, die woll'n's verkaufen.""";n;Synthetic
284;Südbairisch;49;jung;_DR_0S;"""Die Bauern ham fünf Ochsen und neun Kühe und zwölfe Schafe vor's Dorf gebracht, die wollt'n sie verkaufen.""";0;Synthetic
285;Südbairisch;49;jung;_1S;Die Bauern händ fünf Ochs'n und neun Kühe und zwölfe Schaf'n vor's Dorf bracht, die wüll'n se verkaufen.;n;Synthetic
286;Südbairisch;49;jung;_DR_1S;Die Bauern hen fünf Ochs'n und neig Kühe und zwölfe Schaf'n vor's Dorf bracht, die woll'n se verkaufen.;n;Synthetic
287;Südbairisch;49;jung;_FS;Die Bauern händ fünf Ochs'n und neun Kühe und zwölfe Schäfchen vor's Dorf bracht, die wöll'n sie verkaufen.;chen;Synthetic
288;Südbairisch;49;jung;_DR_FS;Die Bauern hom fünf Ochsen und neun Kühe und zwöf Schäfchen vor’s Dorf bracht, die wöll’n sie verkaufen.;chen;Synthetic
289;Ostmittelbairisch;23;alt;_0S;"In meinem Dialekt könnte der Satz so lauten:

""Hinter unser’m Haus steh’n drei schene Apfelbäum’ mit roten Äpfeln.""";0;Synthetic
290;Ostmittelbairisch;23;alt;_0S;"In meinem Dialekt könnte der Satz so lauten:

""Hinter unser’m Haus steh’n drei schene Apfelbäum’ mit roten Äpfeln.""";0;Synthetic
291;Ostmittelbairisch;23;alt;_DR_0S;"Natürlich! Im Ostmittelbairischen Dialekt könnte der Satz so lauten:

""Hinter unsrem Haus steh'n drei schöne Apfelbäumchen mit roten Äpfelchen.""";chen;Synthetic
292;Ostmittelbairisch;23;alt;_DR_0S;"Natürlich! Im Ostmittelbairischen Dialekt könnte der Satz so lauten:

""Hinter unsrem Haus steh'n drei schöne Apfelbäumchen mit roten Äpfelchen.""";chen;Synthetic
293;Ostmittelbairisch;23;alt;_1S;Hinter unserm Haus stehn drei scheene Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
294;Ostmittelbairisch;23;alt;_1S;Hinter unserm Haus stehn drei scheene Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
295;Ostmittelbairisch;23;alt;_DR_1S;Hinder unserm Haus stehn drei scheene Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
296;Ostmittelbairisch;23;alt;_DR_1S;Hinder unserm Haus stehn drei scheene Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
297;Ostmittelbairisch;23;alt;_FS;Hinter unserm Haus steh'n drei schöne Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
298;Ostmittelbairisch;23;alt;_FS;Hinter unserm Haus steh'n drei schöne Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
299;Ostmittelbairisch;23;alt;_DR_FS;Hinter unsrem Haus steh'n drei schöne Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
300;Ostmittelbairisch;23;alt;_DR_FS;Hinter unsrem Haus steh'n drei schöne Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
301;Ostmittelbairisch;23;jung;_0S;„Hinter unserm Haus steh’n drei schöne Apfelbäumchen mit roten Äpfelchen.“;chen;Synthetic
302;Ostmittelbairisch;23;jung;_0S;„Hinter unserm Haus steh’n drei schöne Apfelbäumchen mit roten Äpfelchen.“;chen;Synthetic
303;Ostmittelbairisch;23;jung;_DR_0S;Klar, auf Ostmittelbairisch könnte man das so sagen: „Hintan bei uns im Haus stehn drei schene Apfelbäumchen mit rotn Äpfelchen.“;chen;Synthetic
304;Ostmittelbairisch;23;jung;_DR_0S;Klar, auf Ostmittelbairisch könnte man das so sagen: „Hintan bei uns im Haus stehn drei schene Apfelbäumchen mit rotn Äpfelchen.“;chen;Synthetic
305;Ostmittelbairisch;23;jung;_1S;Hinter unsrem Haus steh’n drei scheene Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
306;Ostmittelbairisch;23;jung;_1S;Hinter unsrem Haus steh’n drei scheene Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
307;Ostmittelbairisch;23;jung;_DR_1S;Hinter unserm Haus stehn drei schöne Apfelbäumchen mit roten Äpfelchen.;chen;Synthetic
308;Ostmittelbairisch;23;jung;_DR_1S;Hinter unserm Haus stehn drei schöne Apfelbäumchen mit roten Äpfelchen.;chen;Synthetic
309;Ostmittelbairisch;23;jung;_FS;Hinter unsrem Haus stehn drei schöne Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
310;Ostmittelbairisch;23;jung;_FS;Hinter unsrem Haus stehn drei schöne Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
311;Ostmittelbairisch;23;jung;_DR_FS;Hinter unserm Haus stehn drei schöne Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
312;Ostmittelbairisch;23;jung;_DR_FS;Hinter unserm Haus stehn drei schöne Apfelbäumchen mit rotn Äpfelchen.;chen;Synthetic
313;Ostmittelbairisch;24;alt;_0S;"Natürlich! Im Dialekt aus Neumarkt an der Ybbs könnte das so klingen:

„Könnt’s net noch a bissl auf uns warten, dann gehn ma mit euch.“";IRR;Synthetic
314;Ostmittelbairisch;24;alt;_DR_0S;"In meinem Dialekt würde das so klingen:

„Könnt's net no a Augenblick auf uns wart'n, dann gehn ma mit eich.“";0;Synthetic
315;Ostmittelbairisch;24;alt;_1S;Könnts ihr net noch a Aug'nblick auf uns wart'n, donn gehn ma mit eich.;0;Synthetic
316;Ostmittelbairisch;24;alt;_DR_1S;Könnt's eahna net no a Augenblickchen auf uns wart'n, dann gehn ma mit eich.;chen;Synthetic
317;Ostmittelbairisch;24;alt;_FS;Könnts net noch a Augnblikkla auf uns wartn, donn gehn ma mit eich.;la;Synthetic
318;Ostmittelbairisch;24;alt;_DR_FS;Könnts eah nix no a Augnblikkchen auf uns wartn, dann gehn ma mit eich.;chen;Synthetic
319;Ostmittelbairisch;24;jung;_0S;"Sicher! In meinem Dialekt würde das so klingen: 

„Könnt's net noch a kleines Bisserl auf uns warten, dann gehn wir mit eich.“";IRR;Synthetic
320;Ostmittelbairisch;24;jung;_DR_0S;„Könnt’s ihr net no a weng wart’n auf uns, dann geh’n ma mit eich.“;IRR;Synthetic
321;Ostmittelbairisch;24;jung;_1S;Könnt's ihr net noch a Aug'nblick auf uns wart'n, dann geh'n ma mit euch.;0;Synthetic
322;Ostmittelbairisch;24;jung;_DR_1S;Könnt's ihr ned noch a Aug'nblickl auf uns wart'n, dann geh'n wir mit eich.;(e)l;Synthetic
323;Ostmittelbairisch;24;jung;_FS;Könnts ihr net noch a Augenblickl auf uns wartn, dann gehn ma mit eich.;(e)l;Synthetic
324;Ostmittelbairisch;24;jung;_DR_FS;Könnts ihr ned no a Augenblickchen auf uns wartn, dann gehn ma mit eich.;chen;Synthetic
325;Ostmittelbairisch;28;alt;_0S;"In meinem Dialekt aus Neumarkt an der Ybbs könnte der Satz so klingen:

""I versteh eich net, ihr müssat a bissl lauter redn.""";(e)l;Synthetic
326;Ostmittelbairisch;28;alt;_DR_0S;„I verstan euch ned, ihr miasst a weng lauter reden.“;IRR;Synthetic
327;Ostmittelbairisch;28;alt;_1S;„I versteh eich ned, eich müass a bisserl lauter red’n.“;erl;Synthetic
328;Ostmittelbairisch;28;alt;_DR_1S;I versteh eich net, eich müass a bisserl lauter redn.;erl;Synthetic
329;Ostmittelbairisch;28;alt;_FS;Ich verstoh eich net, eich müss'n a bisserl lauter red'n.;erl;Synthetic
330;Ostmittelbairisch;28;alt;_DR_FS;Ich versteh eich ned, ihr miass a bissal lauter red'n.;erl;Synthetic
331;Ostmittelbairisch;28;jung;_0S;„I versteh eich net, ihr müsst a bissl lauter redn.“;(e)l;Synthetic
332;Ostmittelbairisch;28;jung;_DR_0S;„I versteh eich ned, ihr müsst a bisserl lauter red’n.“;erl;Synthetic
333;Ostmittelbairisch;28;jung;_1S;„I versteh eich ned, eich müsst a bisserl lauter red’n.“;erl;Synthetic
334;Ostmittelbairisch;28;jung;_DR_1S;I versteh eich ned, ihr müßt a bisserl lauter red'n.;erl;Synthetic
335;Ostmittelbairisch;28;jung;_FS;Ich versteh eich net, ihr müsst a bissl lauter reden.;(e)l;Synthetic
336;Ostmittelbairisch;28;jung;_DR_FS;I versteh eich ned, ihr miass a weng lauter redn.;IRR;Synthetic
337;Ostmittelbairisch;29;alt;_0S;Hobts es kane weißn Soafnstückl auf meim Tisch gfundn?;(e)l;Synthetic
338;Ostmittelbairisch;29;alt;_DR_0S;Habts es koa Stuckal weiße Seifn fia mi auf meinem Tisch gfundn?;erl;Synthetic
339;Ostmittelbairisch;29;alt;_1S;Hobts kan Stuckal weiße Soaf für mi auf mein Tisch gfundn?;erl;Synthetic
340;Ostmittelbairisch;29;alt;_DR_1S;Hobts kane Weiße Seifn für mi auf meim Tisch gfundn?;IRR;Synthetic
341;Ostmittelbairisch;29;alt;_FS;hobts kan stikcherl weiße seifn für mi auf meim tisch gfundn?;erl;Synthetic
342;Ostmittelbairisch;29;alt;_DR_FS;hobts ka stückerl weiße soaf fia mi auf mein tisch gfundn?;erl;Synthetic
343;Ostmittelbairisch;29;jung;_0S;Könnt's da nix a Stück weiße Seif' für mi auf mein'm Tisch gefunden hab'n?;0;Synthetic
344;Ostmittelbairisch;29;jung;_DR_0S;Kummt’s ned, dass’s a Stückl weiße Seif für mi auf’m Tisch gefunden habts?;(e)l;Synthetic
345;Ostmittelbairisch;29;jung;_1S;Habs ihr ka Stückl weiße Seif für mi auf mein’m Tischl gfunden?;(e)l;Synthetic
346;Ostmittelbairisch;29;jung;_DR_1S;Hobts koan oanziges Stuckal weiße Seifn fia mi auf meim Tisch gfundn?;erl;Synthetic
347;Ostmittelbairisch;29;jung;_FS;Habts ihr koans Stückl weiße Seif für mi auf meinm Tischl gefunden?;(e)l;Synthetic
348;Ostmittelbairisch;29;jung;_DR_FS;Hobts koan briaf weiße seifn für mi auf mein tischn gfundn?;IRR;Synthetic
349;Ostmittelbairisch;33;alt;_0S;"In meinem Dialekt aus Neumarkt an der Ybbs könnte das so klingen:

""Was sitzen do für Vöglein ob'n auf'm Mauerl?""";lein;Synthetic
350;Ostmittelbairisch;33;alt;_0S;"In meinem Dialekt aus Neumarkt an der Ybbs könnte das so klingen:

""Was sitzen do für Vöglein ob'n auf'm Mauerl?""";erl;Synthetic
351;Ostmittelbairisch;33;alt;_DR_0S;„Wos san des für Vöglein, die do ob'n auf'n Mauerl sitzn?“;lein;Synthetic
352;Ostmittelbairisch;33;alt;_DR_0S;„Wos san des für Vöglein, die do ob'n auf'n Mauerl sitzn?“;erl;Synthetic
353;Ostmittelbairisch;33;alt;_1S;"""Was sitzn do für Vögelcher ob'n auf'n Mäuercher?""";cher;Synthetic
354;Ostmittelbairisch;33;alt;_1S;"""Was sitzn do für Vögelcher ob'n auf'n Mäuercher?""";cher;Synthetic
355;Ostmittelbairisch;33;alt;_DR_1S;Was sitzn do fia Vögelchen ob'n auf’m Mäuerl?;chen;Synthetic
356;Ostmittelbairisch;33;alt;_DR_1S;Was sitzn do fia Vögelchen ob'n auf’m Mäuerl?;erl;Synthetic
357;Ostmittelbairisch;33;alt;_FS;Was sitzen do für Vöglein ob'n aufm Mäuerchen?;lein;Synthetic
358;Ostmittelbairisch;33;alt;_FS;Was sitzen do für Vöglein ob'n aufm Mäuerchen?;chen;Synthetic
359;Ostmittelbairisch;33;alt;_DR_FS;Was sessen do für Vögel oben auf’m Mäuerchen?;0;Synthetic
360;Ostmittelbairisch;33;alt;_DR_FS;Was sessen do für Vögel oben auf’m Mäuerchen?;chen;Synthetic
361;Ostmittelbairisch;33;jung;_0S;Wos sitzn do füa Vogerl oben aufm Mauale?;erl;Synthetic
362;Ostmittelbairisch;33;jung;_0S;Wos sitzn do füa Vogerl oben aufm Mauale?;le;Synthetic
363;Ostmittelbairisch;33;jung;_DR_0S;In meinem Dialekt würd das so klingen: „Wos sitzen do für Vögel oben auf da Mauer?“;0;Synthetic
364;Ostmittelbairisch;33;jung;_1S;"""Was sitzn do füa Vogerl obm aufm Mauerl?""";erl;Synthetic
365;Ostmittelbairisch;33;jung;_1S;"""Was sitzn do füa Vogerl obm aufm Mauerl?""";erl;Synthetic
366;Ostmittelbairisch;33;jung;_DR_1S;Wos sitzn do für Vöglein owa auf'n Mauerl?;chen;Synthetic
367;Ostmittelbairisch;33;jung;_DR_1S;Wos sitzn do für Vöglein owa auf'n Mauerl?;erl;Synthetic
368;Ostmittelbairisch;33;jung;_FS;Wos sitzen do für Vögelchen ob'n auf'm Mäuerl?;chen;Synthetic
369;Ostmittelbairisch;33;jung;_FS;Wos sitzen do für Vögelchen ob'n auf'm Mäuerl?;erl;Synthetic
370;Ostmittelbairisch;33;jung;_DR_FS;Was sitzn do für Vögel ob'n auf'n Mauerl?;0;Synthetic
371;Ostmittelbairisch;33;jung;_DR_FS;Was sitzn do für Vögel ob'n auf'n Mauerl?;erl;Synthetic
372;Ostmittelbairisch;49;alt;_0S;„Die Bua’n hob’n fünf Ochs’n und neun Küah und zwölfe Schaf’n vor’s Dorf bracht, die woll’n sie verkauf’n.“;n;Synthetic
373;Ostmittelbairisch;49;alt;_DR_0S;"Natürlich, hier ist der Satz in einem ostmittelbairischen Dialekt:

""Die Buaern hab'n fünf Ochs'n und nean Küah und zwölfe Schaf'n vor's Dorf bracht, die woll'n's verkaufen.""";n;Synthetic
374;Ostmittelbairisch;49;alt;_1S;Da Bauern hob'n fünf Ochs'n und neun Kühe und zwölf Schaf'n vor's Dorf bracht, die wull'n se verkaufen.;n;Synthetic
375;Ostmittelbairisch;49;alt;_DR_1S;Die Bauern herten fünf Ochs’n und neun Kühe und zwölfe Schaf’n vor’s Dorf bracht, de wollten’s verkaufen.;n;Synthetic
376;Ostmittelbairisch;49;alt;_FS;Die Boarn hab'n fünf Ochs'n und neie Küah und zwoelf Schaf'n vor's Dorf bracht, die woll'n se verkaff'n.;n;Synthetic
377;Ostmittelbairisch;49;alt;_DR_FS;Die Buaern hom fünf Ochs'n und neig Küah und zwölfe Schaf'n vor's Dorf bracht, die woin's verkaufen.;n;Synthetic
378;Ostmittelbairisch;49;jung;_0S;„Die Bauren hätt’n fünfe Ochsen und neune Kühe und zwölfe Schäfchen vor’s Dorf bracht, die woll’n sie verkaufen.“;chen;Synthetic
